name,mean,std,amin,amax
SpankChain,1741.5914705882349,1119.7580075507624,386.71,4122.99
Sport and Leisure,191974.67234375002,86891.60347093578,32.94,570191.0
Stafi,505062.18518518517,40836.632011011854,424424.0,626131.0
Stakecube,9389.139367088608,2494.0272226308916,3551.65,13288.32
Stakenet,742353.9322916666,29272.87214796665,673952.0,827242.0
Statera,136031.01041666666,31628.354426324007,50660.0,172565.0
Status,5825787.5625,517985.15899130946,4807360.0,6864565.0
Steem,1295680.703125,125330.27002222315,1097496.0,1549011.0
Steem Dollars,33179.331927083345,13377.69363803861,8868.46,54985.0
Stellar,106816363.10416667,4374503.837609768,97110093.0,114657296.0
Storj,10905977.052083334,750063.2506023096,9511087.0,12375148.0
StormX,467072.0572916667,173421.09096970406,217647.0,731349.0
Stratis,2311928.5052083335,1474734.1718727064,658002.0,4002110.0
Streamr DATAcoin,1045779.3385416666,435469.9814720672,591961.0,2184282.0
Surf.Finance,4576920.270491803,678067.7945447834,2916362.0,6163062.0
Sushi,20912711.213541668,5047813.3750280915,11502440.0,28895662.0
Swipe,35217104.09375,5802577.378486136,19217481.0,43687860.0
SwissBorg,232753.38020833334,93837.14207359758,156473.0,493776.0
Switcheo,182493.86979166666,13363.5712131655,155374.0,204147.0
